NAME;AUTHOR;VERSION;HARDWARE;DATE;DESCRIPTION;FILES_FOLDERS;ICON;MIN_TXVER
{"en":"SnapSw"};"Tom David";;674, 675, 676, 677, 678, 679;Sat Jan 1 00:00:00 2000;{};SnapSw.lua;;
